text,label
Epirubicin + Hepatitis B Vaccine (Recombinant),Moderate
Epirubicin + Entrectinib,Moderate
Etonogestrel + Entrectinib,Moderate
Fexofenadine + Entrectinib,Moderate
Epirubicin + Enzalutamide,Moderate
Etonogestrel + Enzalutamide,Moderate
Exemestane + Enzalutamide,Moderate
Fexofenadine + Enzalutamide,Moderate
Fluoxetine + Enzalutamide,Moderate
Sulfamethoxazole + Enzalutamide,Minor
Sulfamethoxazole + Enzalutamide,Minor
Abarelix + Epirubicin,Moderate
Epirubicin + Human adenovirus e serotype 4 strain cl-68578 antigen,Moderate
Epirubicin + Amoxapine,Moderate
Epirubicin + Astemizole,Moderate
Epirubicin + Bacillus calmette-guerin substrain tice live antigen,Major
Epirubicin + Bacillus calmette-guerin substrain tice live antigen,Major
Epirubicin + Bedaquiline,Major
Epirubicin + Bedaquiline,Major
Epirubicin + Bepridil,Major
Epirubicin + Bepridil,Major
Epirubicin + Berotralstat,Moderate
Epirubicin + Bifidobacterium longum infantis,Moderate
Epirubicin + Candida albicans,Moderate
Epirubicin + Caspofungin,Moderate
Cerivastatin + Epirubicin,Moderate
Epirubicin + Chlorpromazine,Moderate
Epirubicin + Vibrio cholerae CVD 103-HgR strain live antigen,Moderate
Epirubicin + Cinoxacin,Minor
Epirubicin + Cinoxacin,Minor
Epirubicin + Coccidioides immitis spherule,Moderate
Epirubicin + Cytarabine,Moderate
Epirubicin + Cytarabine (liposomal),Moderate
Epirubicin + Dacarbazine,Moderate
Epirubicin + Doxorubicin (liposomal),Moderate
Efalizumab + Epirubicin,Moderate
Epirubicin + Enoxacin,Minor
Epirubicin + Enoxacin,Minor
Epirubicin + Eribulin,Moderate
Epirubicin + Erlotinib,Moderate
Epirubicin + Escitalopram,Major
Epirubicin + Escitalopram,Major
Etanercept + Epirubicin,Major
Etanercept + Epirubicin,Major
Ethambutol + Epirubicin,Moderate
Epirubicin + Ethionamide,Moderate
Epirubicin + Etoposide,Moderate
Epirubicin + Ezogabine,Moderate
Epirubicin + Febuxostat,Moderate
Epirubicin + Fedratinib,Moderate
Epirubicin + Felbamate,Moderate
Filgrastim + Epirubicin,Moderate
Epirubicin + Fingolimod,Major
Epirubicin + Fingolimod,Major
Epirubicin + Flecainide,Moderate
Epirubicin + Flibanserin,Moderate
Floxuridine + Epirubicin,Moderate
Epirubicin + Fluorouracil,Moderate
Epirubicin + Fluoxetine,Moderate
Epirubicin + Fluphenazine,Moderate
Epirubicin + Flutamide,Moderate
Epirubicin + Fluvastatin,Moderate
Epirubicin + Foscarnet,Moderate
Epirubicin + Fosinopril,Moderate
Epirubicin + Fosphenytoin,Moderate
Epirubicin + Fostemsavir,Moderate
Epirubicin + Gadobenic acid,Moderate
Epirubicin + Galantamine,Moderate
Epirubicin + Ganciclovir,Moderate
Epirubicin + Gatifloxacin,Major
Epirubicin + Gatifloxacin,Major
Gefitinib + Epirubicin,Moderate
Gemcitabine + Epirubicin,Moderate
Epirubicin + Gemifloxacin,Moderate
Gemtuzumab ozogamicin + Epirubicin,Moderate
Epirubicin + Gilteritinib,Moderate
Epirubicin + Givosiran,Moderate
Epirubicin + Glasdegib,Moderate
Epirubicin + Golimumab,Major
Epirubicin + Golimumab,Major
Goserelin + Epirubicin,Moderate
Grepafloxacin + Epirubicin,Major
Grepafloxacin + Epirubicin,Major
Epirubicin + Halofantrine,Major
Epirubicin + Halofantrine,Major
Epirubicin + Haloperidol,Major
Epirubicin + Haloperidol,Major
Epirubicin + Halothane,Moderate
Epirubicin + Hepatitis A Vaccine,Moderate
Epirubicin + Histrelin,Moderate
Epirubicin + Human papillomavirus type 11 L1 capsid protein antigen,Moderate
Epirubicin + Hydroxychloroquine,Major
Epirubicin + Hydroxychloroquine,Major
Epirubicin + Hydroxyurea,Moderate
Epirubicin + Hydroxyzine,Moderate
Ibutilide + Epirubicin,Major
Ibutilide + Epirubicin,Major
Epirubicin + Idarubicin,Moderate
Epirubicin + Idelalisib,Moderate
Epirubicin + Ifosfamide,Moderate
Epirubicin + Iloperidone,Major
Epirubicin + Iloperidone,Major
Epirubicin + Imatinib,Moderate
Epirubicin + Imipramine,Moderate
Epirubicin + Indacaterol,Moderate
Infliximab + Epirubicin,Major
Infliximab + Epirubicin,Major
Epirubicin + Influenza A virus A/California/7/2009 (H1N1)-like antigen (propiolactone inactivated),Moderate
Epirubicin + Influenza A virus A/Vietnam/1194/2004 (H5N1) antigen (formaldehyde inactivated),Moderate
"Interferon alfa-2a, Recombinant + Epirubicin",Moderate
Isoetharine + Epirubicin,Moderate
Epirubicin + Isoniazid,Moderate
Epirubicin + Lactobacillus acidophilus,Moderate
Epirubicin + Levacetylmethadol,Major
Epirubicin + Levacetylmethadol,Major
Epirubicin + Lomefloxacin,Minor
Epirubicin + Lomefloxacin,Minor
Epirubicin + Lomitapide,Moderate
Epirubicin + Lonafarnib,Moderate
Lyme disease vaccine (recombinant OspA) + Epirubicin,Moderate
Epirubicin + Measles virus vaccine live attenuated,Major
Epirubicin + Measles virus vaccine live attenuated,Major
Epirubicin + Mesoridazine,Major
Epirubicin + Mesoridazine,Major
Epirubicin + Methotrimeprazine,Moderate
Epirubicin + Mumps virus strain B level jeryl lynn live antigen,Major
Epirubicin + Mumps virus strain B level jeryl lynn live antigen,Major
Epirubicin + Nalidixic acid,Minor
Epirubicin + Nalidixic acid,Minor
Epirubicin + Naxitamab,Moderate
Epirubicin + Pemoline,Moderate
Epirubicin + Perphenazine,Moderate
Epirubicin + Polatuzumab vedotin,Moderate
Epirubicin + Primaquine,Moderate
Epirubicin + Probucol,Moderate
Promazine + Epirubicin,Moderate
Pyrazinamide + Epirubicin,Moderate
Epirubicin + Quinidine,Major
Epirubicin + Quinidine,Major
Epirubicin + Radium Ra 223 dichloride,Moderate
Epirubicin + Relugolix,Moderate
Epirubicin + Ritodrine,Moderate
Epirubicin + Pfizer-BioNTech Covid-19 Vaccine,Moderate
"Epirubicin + Smallpox (Vaccinia) Vaccine, Live",Major
"Epirubicin + Smallpox (Vaccinia) Vaccine, Live",Major
"Epirubicin + Sodium phosphate, monobasic (p32)",Moderate
Epirubicin + Sparfloxacin,Major
Epirubicin + Sparfloxacin,Major
Sulfadiazine + Epirubicin,Moderate
Epirubicin + Sulfadoxine,Moderate
Tacrine + Epirubicin,Moderate
Epirubicin + Terbutaline,Moderate
Terfenadine + Epirubicin,Moderate
Epirubicin + Thioridazine,Major
Epirubicin + Thioridazine,Major
Epirubicin + Topotecan,Moderate
Epirubicin + Trichophyton mentagrophytes,Moderate
Epirubicin + Trifluoperazine,Moderate
Epirubicin + Triflupromazine,Moderate
Epirubicin + Alimemazine,Moderate
Epirubicin + Trovafloxacin,Minor
Epirubicin + Trovafloxacin,Minor
Epirubicin + Typhoid vaccine (inactivated),Moderate
Epirubicin + Typhoid vaccine (live),Major
Epirubicin + Typhoid vaccine (live),Major
Epirubicin + Vinblastine,Moderate
Vitamin E + Epirubicin,Moderate
Epirubicin + Zalcitabine,Moderate
Fluoxetine + Eribulin,Moderate
Exemestane + Eslicarbazepine,Moderate
Exemestane + Esterified estrogens,Moderate
Estradiol (topical) + Exemestane,Moderate
Exemestane + Estramustine,Moderate
Conjugated estrogens (topical) + Exemestane,Moderate
Exemestane + Estrone sulfate,Moderate
Etanercept + Etonogestrel,Moderate
Etonogestrel + Aminoglutethimide,Moderate
Etonogestrel + Fedratinib,Moderate
Etonogestrel + Golimumab,Moderate
Etonogestrel + Guselkumab,Moderate
Infliximab + Etonogestrel,Moderate
Exemestane + Etravirine,Moderate
Fluoxetine + Everolimus,Moderate
Aminoglutethimide + Exemestane,Moderate
Butabarbital + Exemestane,Moderate
Dienestrol (topical) + Exemestane,Moderate
Diethylstilbestrol + Exemestane,Moderate
Exemestane + Echinacea,Moderate
Estrone + Exemestane,Moderate
Exemestane + Estrone sulfate (topical),Moderate
Felbamate + Exemestane,Moderate
Exemestane + Fosphenytoin,Moderate
Nafcillin + Exemestane,Moderate
Exemestane + Phenobarbital,Moderate
Phenylbutazone + Exemestane,Moderate
Exemestane + Quinestrol,Moderate
Exemestane + Somapacitan,Moderate
Exemestane + St. John's Wort,Moderate
Exemestane + Sulfinpyrazone,Moderate
Fexofenadine + Gilteritinib,Moderate
Fexofenadine + Glasdegib,Moderate
Fexofenadine + Histamine,Moderate
Fexofenadine + Ibrutinib,Moderate
Abarelix + Fluoxetine,Moderate
Fluoxetine + Gilteritinib,Moderate
Fluoxetine + Glasdegib,Moderate
Fluoxetine + Ibrutinib,Moderate
Fluoxetine + Imatinib,Moderate
Docetaxel + Gilteritinib,Moderate
Medroxyprogesterone acetate + Tivozanib,Moderate
Docetaxel + Fosnetupitant,Moderate
Medroxyprogesterone acetate + Fosnetupitant,Moderate
Palbociclib + Fosnetupitant,Moderate
Alemtuzumab + Ibuprofen,Moderate
Goserelin + Allopurinol,Unknown
Goserelin + Duloxetine,Unknown
Goserelin + Exemestane,Unknown
Cyclosporine + Tramadol,Unknown
Cyclosporine + Pregabalin,Unknown
Cyclosporine + Metoprolol,Unknown
Cyclosporine + Piperacillin,Unknown
Cyclosporine + Meperidine,Unknown
Cyclosporine + Loratadine,Unknown
Cyclosporine + Duloxetine,Unknown
Cyclosporine + Tamoxifen,Unknown
Cyclosporine + Midazolam,Unknown
Cyclosporine + Nitrofurantoin,Unknown
Cyclosporine + Nitroglycerin,Unknown
Cyclosporine + Propofol,Unknown
Cyclosporine + Diazepam,Unknown
Cyclosporine + Salmeterol,Unknown
Cyclosporine + Fexofenadine,Unknown
Cyclosporine + Ofloxacin,Unknown
Cyclosporine + Sevoflurane,Unknown
Pravastatin + Tamoxifen,Unknown
Pravastatin + Exemestane,Unknown
Valsartan + Exemestane,Unknown
Ramipril + Tamoxifen,Unknown
Ramipril + Exemestane,Unknown
Nicotine + Docetaxel,Unknown
Lorazepam + Tamoxifen,Unknown
Lorazepam + Exemestane,Unknown
Bortezomib + Pregabalin,Unknown
Bortezomib + Tramadol,Unknown
Tramadol + Lenalidomide,Unknown
Tramadol + Cisplatin,Unknown
Tramadol + Vincristine,Unknown
Tramadol + Carboplatin,Unknown
Tramadol + Exemestane,Unknown
Oseltamivir + Tamoxifen,Unknown
Citalopram + Exemestane,Unknown
Citalopram + Docetaxel,Unknown
Lovastatin + Tamoxifen,Unknown
Lovastatin + Exemestane,Unknown
Pregabalin + Sorafenib,Unknown
Pregabalin + Lenalidomide,Unknown
Pregabalin + Cisplatin,Unknown
Pregabalin + Erlotinib,Unknown
Pregabalin + Mycophenolic acid,Unknown
Pregabalin + Dasatinib,Unknown
Temazepam + Exemestane,Unknown
Cladribine + Allopurinol,Unknown
Carmustine + Metoprolol,Unknown
Carmustine + Allopurinol,Unknown
Carmustine + Oxycodone,Unknown
Carmustine + Tamoxifen,Unknown
Carmustine + Lisinopril,Unknown
Carmustine + Fentanyl,Unknown
Carmustine + Hydrochlorothiazide,Unknown
Goserelin + Metoprolol,Unknown
Bortezomib + Metoprolol,Unknown
Metoprolol + Bexarotene,Unknown
Metoprolol + Gefitinib,Unknown
Metoprolol + Vinorelbine,Unknown
Metoprolol + Sorafenib,Unknown
Metoprolol + Lenalidomide,Unknown
Metoprolol + Cisplatin,Unknown
Metoprolol + Oxaliplatin,Unknown
Metoprolol + Erlotinib,Unknown
Metoprolol + Vincristine,Unknown
Metoprolol + Pemetrexed,Unknown
Metoprolol + Tamoxifen,Unknown
Metoprolol + Dacarbazine,Unknown
Metoprolol + Temozolomide,Unknown
Metoprolol + Sirolimus,Unknown
Metoprolol + Fulvestrant,Unknown
Metoprolol + Carboplatin,Unknown
Metoprolol + Exemestane,Unknown
Metoprolol + Mycophenolic acid,Unknown
Metoprolol + Topotecan,Unknown
Metoprolol + Mercaptopurine,Unknown
Metoprolol + Capecitabine,Unknown
Metoprolol + Arsenic trioxide,Unknown
Metoprolol + Mitoxantrone,Unknown
Metoprolol + Paclitaxel,Unknown
Metoprolol + Dasatinib,Unknown
Topiramate + Exemestane,Unknown
Pamidronic acid + Tamoxifen,Unknown
Pamidronic acid + Exemestane,Unknown
Venlafaxine + Exemestane,Unknown
Bleomycin + Allopurinol,Unknown
Chlorambucil + Allopurinol,Unknown
Valproic acid + Tamoxifen,Unknown
Valproic acid + Docetaxel,Unknown
Goserelin + Acetaminophen,Unknown
Cyclosporine + Acetaminophen,Unknown
Bortezomib + Acetaminophen,Unknown
Carmustine + Acetaminophen,Unknown
Bleomycin + Acetaminophen,Unknown
Mitomycin + Acetaminophen,Unknown
Acetaminophen + Gefitinib,Unknown
Acetaminophen + Vinorelbine,Unknown
Acetaminophen + Sorafenib,Unknown
Acetaminophen + Gemcitabine,Unknown
Acetaminophen + Lenalidomide,Unknown
Acetaminophen + Celecoxib,Unknown
Acetaminophen + Flutamide,Unknown
Acetaminophen + Cisplatin,Unknown
Acetaminophen + Oxaliplatin,Unknown
Acetaminophen + Erlotinib,Unknown
Acetaminophen + Cyclophosphamide,Unknown
Acetaminophen + Vincristine,Unknown
Acetaminophen + Fluorouracil,Unknown
Acetaminophen + Vinblastine,Unknown
Acetaminophen + Pemetrexed,Unknown
Acetaminophen + Tamoxifen,Unknown
Acetaminophen + Irinotecan,Unknown
Acetaminophen + Etoposide,Unknown
Acetaminophen + Dacarbazine,Unknown
Acetaminophen + Temozolomide,Unknown
Acetaminophen + Sirolimus,Unknown
Acetaminophen + Fulvestrant,Unknown
Acetaminophen + Carboplatin,Unknown
Acetaminophen + Dactinomycin,Unknown
Acetaminophen + Exemestane,Unknown
Acetaminophen + Azathioprine,Unknown
Acetaminophen + Hydroxyurea,Unknown
Acetaminophen + Letrozole,Unknown
Acetaminophen + Mycophenolic acid,Unknown
Acetaminophen + Mercaptopurine,Unknown
Acetaminophen + Thalidomide,Unknown
Acetaminophen + Melphalan,Unknown
Acetaminophen + Fludarabine,Unknown
Acetaminophen + Capecitabine,Unknown
Acetaminophen + Bicalutamide,Unknown
Acetaminophen + Arsenic trioxide,Unknown
Acetaminophen + Ifosfamide,Unknown
Acetaminophen + Mitoxantrone,Unknown
Acetaminophen + Anastrozole,Unknown
Acetaminophen + Paclitaxel,Unknown
Acetaminophen + Docetaxel,Unknown
Acetaminophen + Dasatinib,Unknown
Bortezomib + Piperacillin,Unknown
Piperacillin + Vinorelbine,Unknown
Piperacillin + Cisplatin,Unknown
Piperacillin + Vincristine,Unknown
Piperacillin + Carboplatin,Unknown
Piperacillin + Arsenic trioxide,Unknown
Amitriptyline + Docetaxel,Unknown
Hydromorphone + Exemestane,Unknown
Indomethacin + Tamoxifen,Unknown
Atenolol + Tamoxifen,Unknown
Atenolol + Exemestane,Unknown
Atenolol + Docetaxel,Unknown
Goserelin + Cetirizine,Unknown
Cyclosporine + Cetirizine,Unknown
Bortezomib + Cetirizine,Unknown
Gefitinib + Cetirizine,Unknown
Cetirizine + Vinorelbine,Unknown
Cetirizine + Sorafenib,Unknown
Cetirizine + Gemcitabine,Unknown
Cetirizine + Lenalidomide,Unknown
Cetirizine + Cisplatin,Unknown
Cetirizine + Oxaliplatin,Unknown
Cetirizine + Cyclophosphamide,Unknown
Cetirizine + Vincristine,Unknown
Cetirizine + Fluorouracil,Unknown
Cetirizine + Methotrexate,Unknown
Cetirizine + Imatinib,Unknown
Cetirizine + Tamoxifen,Unknown
Cetirizine + Irinotecan,Unknown
Cetirizine + Etoposide,Unknown
Cetirizine + Temozolomide,Unknown
Cetirizine + Sirolimus,Unknown
Cetirizine + Carboplatin,Unknown
Cetirizine + Exemestane,Unknown
Cetirizine + Hydroxyurea,Unknown
Cetirizine + Letrozole,Unknown
Cetirizine + Mercaptopurine,Unknown
Cetirizine + Fludarabine,Unknown
Cetirizine + Leflunomide,Unknown
Cetirizine + Capecitabine,Unknown
Cetirizine + Mitoxantrone,Unknown
Cetirizine + Paclitaxel,Unknown
Cetirizine + Docetaxel,Unknown
Cetirizine + Dasatinib,Unknown
Cetirizine + Thiotepa,Unknown
Diltiazem + Exemestane,Unknown
Alfuzosin + Docetaxel,Unknown
Pregabalin + Vinorelbine,Unknown
Vinorelbine + Allopurinol,Unknown
Vinorelbine + Duloxetine,Unknown
Vinorelbine + Exemestane,Unknown
Levonorgestrel + Tamoxifen,Unknown
Mirtazapine + Exemestane,Unknown
Goserelin + Amlodipine,Unknown
Bortezomib + Amlodipine,Unknown
Gefitinib + Amlodipine,Unknown
Vinorelbine + Amlodipine,Unknown
Amlodipine + Sorafenib,Unknown
Amlodipine + Gemcitabine,Unknown
Amlodipine + Lenalidomide,Unknown
Amlodipine + Celecoxib,Unknown
Amlodipine + Flutamide,Unknown
Amlodipine + Cisplatin,Unknown
Amlodipine + Oxaliplatin,Unknown
Amlodipine + Erlotinib,Unknown
Amlodipine + Cyclophosphamide,Unknown
Amlodipine + Vincristine,Unknown
Amlodipine + Fluorouracil,Unknown
Amlodipine + Methotrexate,Unknown
Amlodipine + Pemetrexed,Unknown
Amlodipine + Tamoxifen,Unknown
Amlodipine + Irinotecan,Unknown
Amlodipine + Etoposide,Unknown
Amlodipine + Temozolomide,Unknown
Amlodipine + Carboplatin,Unknown
Amlodipine + Exemestane,Unknown
Amlodipine + Azathioprine,Unknown
Amlodipine + Hydroxyurea,Unknown
Amlodipine + Letrozole,Unknown
Amlodipine + Mycophenolic acid,Unknown
Amlodipine + Melphalan,Unknown
Amlodipine + Fludarabine,Unknown
Amlodipine + Leflunomide,Unknown
Amlodipine + Capecitabine,Unknown
Amlodipine + Bicalutamide,Unknown
Amlodipine + Ifosfamide,Unknown
Amlodipine + Mitoxantrone,Unknown
Amlodipine + Anastrozole,Unknown
Amlodipine + Paclitaxel,Unknown
Amlodipine + Docetaxel,Unknown
Digoxin + Tamoxifen,Unknown
Digoxin + Exemestane,Unknown
Digoxin + Docetaxel,Unknown
Carisoprodol + Tamoxifen,Unknown
Progesterone + Tamoxifen,Unknown
Nisoldipine + Tamoxifen,Unknown
Alprazolam + Tamoxifen,Unknown
Alprazolam + Exemestane,Unknown
Alprazolam + Docetaxel,Unknown
Pramipexole + Tamoxifen,Unknown
Spironolactone + Tamoxifen,Unknown
Spironolactone + Exemestane,Unknown
Goserelin + Methylphenidate,Unknown
Bortezomib + Methylphenidate,Unknown
Gefitinib + Methylphenidate,Unknown
Sorafenib + Methylphenidate,Unknown
Methylphenidate + Lenalidomide,Unknown
Methylphenidate + Cisplatin,Unknown
Methylphenidate + Oxaliplatin,Unknown
Methylphenidate + Erlotinib,Unknown
Methylphenidate + Vincristine,Unknown
Methylphenidate + Imatinib,Unknown
Methylphenidate + Tamoxifen,Unknown
Methylphenidate + Temozolomide,Unknown
Methylphenidate + Fulvestrant,Unknown
Methylphenidate + Carboplatin,Unknown
Methylphenidate + Exemestane,Unknown
Methylphenidate + Thalidomide,Unknown
Methylphenidate + Capecitabine,Unknown
Methylphenidate + Mitoxantrone,Unknown
Methylphenidate + Paclitaxel,Unknown
Zolpidem + Exemestane,Unknown
Prochlorperazine + Exemestane,Unknown
Bortezomib + Allopurinol,Unknown
Gefitinib + Allopurinol,Unknown
Sorafenib + Allopurinol,Unknown
Allopurinol + Lenalidomide,Unknown
Allopurinol + Cisplatin,Unknown
Allopurinol + Erlotinib,Unknown
Allopurinol + Clofarabine,Unknown
Allopurinol + Mycophenolic acid,Unknown
Allopurinol + Dasatinib,Unknown
Ceftazidime + Docetaxel,Unknown
Trimethoprim + Lenalidomide,Unknown
Trimethoprim + Cisplatin,Unknown
Trimethoprim + Vincristine,Unknown
Trimethoprim + Carboplatin,Unknown
Pregabalin + Gemcitabine,Unknown
Metoprolol + Gemcitabine,Unknown
Methylphenidate + Gemcitabine,Unknown
Allopurinol + Gemcitabine,Unknown
Gemcitabine + Oxycodone,Unknown
Gemcitabine + Tamoxifen,Unknown
Gemcitabine + Lisinopril,Unknown
Gemcitabine + Salmeterol,Unknown
Gemcitabine + Exemestane,Unknown
Gemcitabine + Hydrochlorothiazide,Unknown
Gemcitabine + Ibuprofen,Unknown
Meperidine + Cisplatin,Unknown
Meperidine + Vincristine,Unknown
Meperidine + Methotrexate,Unknown
Meperidine + Vinblastine,Unknown
Meperidine + Dacarbazine,Unknown
Meperidine + Carboplatin,Unknown
Meperidine + Mercaptopurine,Unknown
Meperidine + Mitoxantrone,Unknown
Meperidine + Paclitaxel,Unknown
Goserelin + Loratadine,Unknown
Bortezomib + Loratadine,Unknown
Gefitinib + Loratadine,Unknown
Vinorelbine + Loratadine,Unknown
Sorafenib + Loratadine,Unknown
Loratadine + Lenalidomide,Unknown
Loratadine + Cisplatin,Unknown
Loratadine + Oxaliplatin,Unknown
Loratadine + Erlotinib,Unknown
Loratadine + Vincristine,Unknown
Loratadine + Methotrexate,Unknown
Loratadine + Pemetrexed,Unknown
Loratadine + Tamoxifen,Unknown
Loratadine + Carboplatin,Unknown
Loratadine + Exemestane,Unknown
Loratadine + Mercaptopurine,Unknown
Loratadine + Thalidomide,Unknown
Loratadine + Capecitabine,Unknown
Loratadine + Paclitaxel,Unknown
Nabumetone + Tamoxifen,Unknown
Bortezomib + Fluoxetine,Unknown
Gefitinib + Fluoxetine,Unknown
Gemcitabine + Fluoxetine,Unknown
Fluoxetine + Lenalidomide,Unknown
Fluoxetine + Cisplatin,Unknown
Fluoxetine + Methotrexate,Unknown
Fluoxetine + Temozolomide,Unknown
Fluoxetine + Sirolimus,Unknown
Fluoxetine + Carboplatin,Unknown
Fluoxetine + Exemestane,Unknown
Fluoxetine + Letrozole,Unknown
Fluoxetine + Leflunomide,Unknown
Fluoxetine + Capecitabine,Unknown
Fluoxetine + Paclitaxel,Unknown
Bortezomib + Duloxetine,Unknown
Sorafenib + Duloxetine,Unknown
Duloxetine + Lenalidomide,Unknown
Duloxetine + Erlotinib,Unknown
Duloxetine + Mercaptopurine,Unknown
Duloxetine + Capecitabine,Unknown
Raloxifene + Tamoxifen,Unknown
Pregabalin + Celecoxib,Unknown
Cetirizine + Celecoxib,Unknown
Progesterone + Celecoxib,Unknown
Methylphenidate + Celecoxib,Unknown
Allopurinol + Celecoxib,Unknown
Trimethoprim + Celecoxib,Unknown
Meperidine + Celecoxib,Unknown
Celecoxib + Cephalexin,Unknown
Celecoxib + Nitrofurantoin,Unknown
Celecoxib + Nitroglycerin,Unknown
Celecoxib + Fentanyl,Unknown
Celecoxib + Propofol,Unknown
Celecoxib + Diazepam,Unknown
Celecoxib + Salmeterol,Unknown
Celecoxib + Fexofenadine,Unknown
Celecoxib + Exemestane,Unknown
Celecoxib + Docetaxel,Unknown
Buspirone + Tamoxifen,Unknown
Buspirone + Docetaxel,Unknown
Goserelin + Oxycodone,Unknown
Bortezomib + Oxycodone,Unknown
Bleomycin + Oxycodone,Unknown
Mitomycin + Oxycodone,Unknown
Gefitinib + Oxycodone,Unknown
Vinorelbine + Oxycodone,Unknown
Sorafenib + Oxycodone,Unknown
Lenalidomide + Oxycodone,Unknown
Oxycodone + Cisplatin,Unknown
Oxycodone + Erlotinib,Unknown
Oxycodone + Vincristine,Unknown
Oxycodone + Clofarabine,Unknown
Oxycodone + Pemetrexed,Unknown
Oxycodone + Tamoxifen,Unknown
Oxycodone + Dacarbazine,Unknown
Oxycodone + Temozolomide,Unknown
Oxycodone + Sirolimus,Unknown
Oxycodone + Fulvestrant,Unknown
Oxycodone + Carboplatin,Unknown
Oxycodone + Exemestane,Unknown
Oxycodone + Mycophenolic acid,Unknown
Oxycodone + Topotecan,Unknown
Oxycodone + Mercaptopurine,Unknown
Oxycodone + Capecitabine,Unknown
Oxycodone + Arsenic trioxide,Unknown
Oxycodone + Paclitaxel,Unknown
Dextromethorphan + Carboplatin,Unknown
Dextromethorphan + Paclitaxel,Unknown
Metolazone + Tamoxifen,Unknown
Pregabalin + Oxaliplatin,Unknown
Piperacillin + Oxaliplatin,Unknown
Allopurinol + Oxaliplatin,Unknown
Duloxetine + Oxaliplatin,Unknown
Oxycodone + Oxaliplatin,Unknown
Tramadol + Cyclophosphamide,Unknown
Pregabalin + Cyclophosphamide,Unknown
Metoprolol + Cyclophosphamide,Unknown
Piperacillin + Cyclophosphamide,Unknown
Methylphenidate + Cyclophosphamide,Unknown
Trimethoprim + Cyclophosphamide,Unknown
Meperidine + Cyclophosphamide,Unknown
Loratadine + Cyclophosphamide,Unknown
Fluoxetine + Cyclophosphamide,Unknown
Duloxetine + Cyclophosphamide,Unknown
Oxycodone + Cyclophosphamide,Unknown
Cyclophosphamide + Lisinopril,Unknown
Cyclophosphamide + Nitroglycerin,Unknown
Cyclophosphamide + Fentanyl,Unknown
Cyclophosphamide + Propofol,Unknown
Cyclophosphamide + Diazepam,Unknown
Cyclophosphamide + Fexofenadine,Unknown
Cyclophosphamide + Exemestane,Unknown
Cyclophosphamide + Ibuprofen,Unknown
Cyclophosphamide + Docetaxel,Unknown
Rofecoxib + Tamoxifen,Unknown
Rofecoxib + Exemestane,Unknown
Bortezomib + Ciprofloxacin,Unknown
Lenalidomide + Ciprofloxacin,Unknown
Ciprofloxacin + Imatinib,Unknown
Ciprofloxacin + Sirolimus,Unknown
Ciprofloxacin + Fulvestrant,Unknown
Ciprofloxacin + Exemestane,Unknown
Ciprofloxacin + Letrozole,Unknown
Ciprofloxacin + Leflunomide,Unknown
Pregabalin + Vincristine,Unknown
Allopurinol + Vincristine,Unknown
Metoprolol + Fluorouracil,Unknown
Methylphenidate + Fluorouracil,Unknown
Allopurinol + Fluorouracil,Unknown
Loratadine + Fluorouracil,Unknown
Fluoxetine + Fluorouracil,Unknown
Oxycodone + Fluorouracil,Unknown
Fluorouracil + Tamoxifen,Unknown
Fluorouracil + Lisinopril,Unknown
Fluorouracil + Nitroglycerin,Unknown
Fluorouracil + Exemestane,Unknown
Fluorouracil + Ibuprofen,Unknown
Piroxicam + Tamoxifen,Unknown
Lamotrigine + Tamoxifen,Unknown
Lamotrigine + Exemestane,Unknown
Tramadol + Methotrexate,Unknown
Pregabalin + Methotrexate,Unknown
Metoprolol + Methotrexate,Unknown
Progesterone + Methotrexate,Unknown
Methylphenidate + Methotrexate,Unknown
Allopurinol + Methotrexate,Unknown
Oxycodone + Methotrexate,Unknown
Methotrexate + Nitroglycerin,Unknown
Methotrexate + Propofol,Unknown
Methotrexate + Salmeterol,Unknown
Methotrexate + Exemestane,Unknown
Goserelin + Carbamazepine,Unknown
Carmustine + Carbamazepine,Unknown
Gemcitabine + Carbamazepine,Unknown
Lenalidomide + Carbamazepine,Unknown
Celecoxib + Carbamazepine,Unknown
Oxaliplatin + Carbamazepine,Unknown
Fluorouracil + Carbamazepine,Unknown
Carbamazepine + Temozolomide,Unknown
Carbamazepine + Fulvestrant,Unknown
Carbamazepine + Carboplatin,Unknown
Carbamazepine + Hydroxyurea,Unknown
Carbamazepine + Letrozole,Unknown
Carbamazepine + Mercaptopurine,Unknown
Carbamazepine + Fludarabine,Unknown
Carbamazepine + Capecitabine,Unknown
Carbamazepine + Ifosfamide,Unknown
Carbamazepine + Mitoxantrone,Unknown
Cyclosporine + Cephalexin,Unknown
Bortezomib + Cephalexin,Unknown
Mitomycin + Cephalexin,Unknown
Gefitinib + Cephalexin,Unknown
Gemcitabine + Cephalexin,Unknown
Lenalidomide + Cephalexin,Unknown
Cisplatin + Cephalexin,Unknown
Oxaliplatin + Cephalexin,Unknown
Erlotinib + Cephalexin,Unknown
Cyclophosphamide + Cephalexin,Unknown
Vincristine + Cephalexin,Unknown
Fluorouracil + Cephalexin,Unknown
Methotrexate + Cephalexin,Unknown
Cephalexin + Imatinib,Unknown
Cephalexin + Tamoxifen,Unknown
Cephalexin + Irinotecan,Unknown
Cephalexin + Dacarbazine,Unknown
Cephalexin + Temozolomide,Unknown
Cephalexin + Sirolimus,Unknown
Cephalexin + Carboplatin,Unknown
Cephalexin + Thalidomide,Unknown
